file,frequency,language,competence,source,target
en_060.txt,0,EN,professional,0,2.2222222222
en_061.txt,8.6956521739,EN,professional,8.6956521739,2.2727272727
en_062.txt,2.3255813953,EN,professional,2.3255813953,4.5454545455
en_063.txt,6.0975609756,EN,professional,6.0975609756,3.7974683544
en_064.txt,0,EN,professional,0,0
en_065.txt,0,EN,professional,0,1.3157894737
en_066.txt,1.1627906977,EN,professional,1.1627906977,0
en_067.txt,24.2424242424,EN,professional,24.2424242424,10.447761194
en_068.txt,1.4925373134,EN,professional,1.4925373134,1.4184397163
en_069.txt,2.7777777778,EN,professional,2.7777777778,2.9411764706
en_070.txt,6,EN,professional,6,10.6382978723
en_071.txt,4.0816326531,EN,professional,4.0816326531,5.8823529412
en_072.txt,5.2325581395,EN,professional,5.2325581395,2.3529411765
en_073.txt,4.8780487805,EN,professional,4.8780487805,9.6385542169
en_074.txt,14.7540983607,EN,professional,14.7540983607,5.8823529412
en_075.txt,15.1515151515,EN,professional,15.1515151515,5.9701492537
en_076.txt,9.6774193548,EN,professional,9.6774193548,8.0808080808
